"TimeStamp","axis1","axis2","axis3","steps","lux","inclineoff","inclinestanding","inclinesitting","inclinelying","vm"
2024-01-31 18:38:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:38:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:38:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:39:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:39:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:39:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:39:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:39:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:39:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:40:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:40:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:40:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:40:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:40:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:40:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:41:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:41:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:41:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:41:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:41:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:41:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:42:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:42:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:42:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:42:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:42:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:42:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:43:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:43:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:43:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:43:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:43:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:43:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:44:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:44:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:44:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:44:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:44:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:44:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:45:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:45:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:45:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:45:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:45:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:45:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:46:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:46:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:46:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:46:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:46:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:46:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:47:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:47:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:47:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:47:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:47:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:47:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:48:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:48:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:48:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:48:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:48:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:48:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:49:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:49:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:49:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:49:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:49:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:49:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:50:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:50:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:50:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:50:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:50:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:50:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:51:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:51:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:51:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:51:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:51:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:51:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:52:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:52:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:52:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:52:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:52:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:52:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:53:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:53:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:53:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:53:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:53:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:53:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:54:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:54:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:54:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:54:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:54:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:54:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:55:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:55:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:55:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:55:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:55:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:55:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:56:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:56:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:56:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:56:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:56:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:56:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:57:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:57:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:57:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:57:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:57:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:57:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:58:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:58:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:58:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:58:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:58:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:58:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:59:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:59:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:59:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:59:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:59:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 18:59:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:00:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:00:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:00:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:00:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:00:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:00:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:01:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:01:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:01:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:01:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:01:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:01:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:02:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:02:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:02:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:02:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:02:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:02:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:03:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:03:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:03:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:03:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:03:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:03:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:04:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:04:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:04:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:04:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:04:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:04:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:05:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:05:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:05:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:05:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:05:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:05:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:06:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:06:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:06:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:06:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:06:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:06:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:07:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:07:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:07:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:07:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:07:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:07:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:08:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:08:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:08:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:08:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:08:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:08:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:09:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:09:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:09:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:09:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:09:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:09:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:10:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:10:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:10:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:10:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:10:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:10:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:11:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:11:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:11:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:11:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:11:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:11:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:12:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:12:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:12:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:12:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:12:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:12:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:13:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:13:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:13:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:13:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:13:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:13:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:14:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:14:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:14:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:14:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:14:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:14:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:15:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:15:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:15:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:15:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:15:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:15:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:16:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:16:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:16:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:16:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:16:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:16:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:17:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:17:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:17:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:17:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:17:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:17:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:18:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:18:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:18:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:18:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:18:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:18:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:19:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:19:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:19:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:19:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:19:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:19:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:20:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:20:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:20:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:20:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:20:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:20:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:21:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:21:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:21:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:21:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:21:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:21:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:22:00,72,55,206,1,0,0,10,0,0,225.04
2024-01-31 19:22:10,336,311,247,2,0,0,10,0,0,520.22
2024-01-31 19:22:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:22:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:22:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:22:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:23:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:23:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:23:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:23:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:23:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:23:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:24:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:24:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:24:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:24:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:24:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:24:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:25:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:25:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:25:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:25:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:25:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:25:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:26:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:26:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:26:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:26:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:26:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:26:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:27:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:27:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:27:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:27:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:27:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:27:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:28:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:28:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:28:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:28:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:28:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:28:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:29:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:29:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:29:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:29:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:29:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:29:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:30:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:30:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:30:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:30:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:30:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:30:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:31:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:31:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:31:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:31:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:31:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:31:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:32:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:32:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:32:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:32:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:32:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:32:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:33:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:33:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:33:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:33:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:33:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:33:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:34:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:34:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:34:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:34:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:34:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:34:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:35:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:35:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:35:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:35:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:35:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:35:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:36:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:36:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:36:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:36:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:36:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:36:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:37:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:37:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:37:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:37:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:37:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:37:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:38:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:38:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:38:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:38:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:38:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:38:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:39:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:39:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:39:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:39:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:39:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:39:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:40:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:40:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:40:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:40:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:40:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:40:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:41:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:41:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:41:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:41:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:41:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:41:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:42:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:42:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:42:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:42:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:42:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:42:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:43:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:43:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:43:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:43:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:43:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:43:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:44:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:44:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:44:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:44:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:44:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:44:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:45:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:45:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:45:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:45:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:45:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:45:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:46:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:46:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:46:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:46:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:46:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:46:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:47:00,490,234,479,2,0,0,10,0,0,724.08
2024-01-31 19:47:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:47:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:47:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:47:40,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:47:50,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:48:00,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:48:10,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:48:20,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:48:30,0,0,0,0,0,10,0,0,0,0
2024-01-31 19:48:40,0,0,0,0,0,10,0,0,0,0
